Agricultural zone,month(bij),month(chara),rainfall (mm),temperature(avg),humidity(avg),sunlight(hour),direction of wind(deg),velocity of wind(km/h),label count,label
1,1,1,9.02,17.52,65.07,46.43,213.25,12.03,8,soybean
1,1,1,4.22,21.56,84.02,48.4,203.64,2.13,8,soybean
1,1,1,5.5,14.48,72.22,44.65,213.84,2.2,8,soybean
1,1,1,0.57,18.65,72.2,49.69,200.88,3.69,8,soybean
1,1,1,6.69,17.82,79.43,45.93,207.32,5.97,8,soybean
3,1,1,0.3,20.3,71,53.3,200,6.6,8,soybean
3,1,1,5.11,21.78,80.57,52.73,200.16,8.77,8,soybean
3,1,1,1.47,17.31,62.45,57.03,188.34,0.81,8,soybean
3,1,1,2.22,17.68,75.41,54.33,202.52,13.1,8,soybean
3,1,1,3.98,16.81,80.19,56.33,207.27,9.64,8,soybean
3,1,1,0.25,23.02,78.38,54.02,196.36,3.91,8,soybean
3,1,1,3.44,21.56,79.07,50.25,199.78,11.2,8,soybean
3,1,1,2.13,16.07,75.41,55.47,208.58,10.76,8,soybean
3,1,1,3.73,18.56,71.13,51.83,188.96,14.48,8,soybean
3,1,1,4.04,21.65,64.77,53.15,201.32,0.49,8,soybean
3,1,1,5.49,17.31,65.69,53.07,191.7,7.17,8,soybean
3,1,1,3.67,16.19,61.42,54.75,206.45,1.85,8,soybean
3,1,1,1,18.55,80.23,49.48,208.92,2.38,8,soybean
3,1,1,5.48,20.96,70.39,54.87,189.32,5.81,8,soybean
3,1,1,1.26,21.04,79.92,51.86,195.64,13.68,8,soybean
3,1,1,1.55,16.17,71.57,53.93,202.3,3.6,8,soybean
13,1,1,1,16.8,77.3,36,199,5.7,8,soybean
13,1,1,6.84,15.9,67.61,34.15,204.29,6.49,8,soybean
13,1,1,5.55,19.3,77.61,35.46,206.89,9.12,8,soybean
13,1,1,8.65,14.13,77.62,38.56,192.41,8.77,8,soybean
13,1,1,1.72,19.69,86.63,39.29,198.77,1.26,8,soybean
13,1,1,0.51,21.11,84.56,38.73,197.94,6.9,8,soybean
13,1,1,0.36,18.27,72.01,35.37,204.15,11.86,8,soybean
13,1,1,2.71,14.99,86.67,33.26,198.68,4.5,8,soybean
13,1,1,1.09,12.62,77.43,37.91,201.97,8.67,8,soybean
13,1,1,0.62,20.89,71.61,36.33,193.97,6.87,8,soybean
13,1,1,0.34,15.73,68.04,37.56,187.91,0.69,8,soybean
13,1,1,3.89,21.15,86.81,37.56,202.88,2.73,8,soybean
13,1,1,4.81,12.31,76.95,32.08,192.98,2.47,8,soybean
13,1,1,6.36,13.74,71.59,36.06,187.37,2.11,8,soybean
13,1,1,8.81,14.68,70.07,39.66,198.57,2.55,8,soybean
13,1,1,0.27,14.15,75.73,34.39,199.77,5.31,8,soybean
1,11,12.5,1.3,18.9,74.1,46.7,209,4.5,9,Boro
1,11,12.5,4.68,15.15,72.44,42.83,209.36,5.53,9,Boro
1,11,12.5,2.86,22.24,67.3,45.41,215.75,1.73,9,Boro
1,11,12.5,5.82,15.07,76.88,46.09,209.46,6.07,9,Boro
1,11,12.5,0.56,22.95,68.39,48.89,216.41,8.4,9,Boro
1,11,12.5,1.79,20.7,72.87,45.3,204.08,12.18,9,Boro
1,11,12.5,2.65,20.21,65.28,48.71,208.71,4.48,9,Boro
1,11,12.5,2.36,22.55,80.23,46.79,215.93,0.73,9,Boro
1,11,12.5,1.09,18.14,74.38,44.09,208.47,4.4,9,Boro
1,11,12.5,3.83,14.98,66.75,44.43,220.55,0.68,9,Boro
1,11,12.5,7.59,23.86,64.21,44.36,215.55,8.13,9,Boro
1,11,12.5,4.89,22.95,69.23,50.03,197.98,9.77,9,Boro
1,11,12.5,5.82,19.61,68.45,47.28,211.84,0.26,9,Boro
1,11,12.5,1.36,22.91,78.9,45.73,206.71,8.66,9,Boro
1,11,12.5,0.7,22.58,83.63,49.76,200.25,10.49,9,Boro
1,11,12.5,2.97,16.01,75.52,47.4,210.43,1.14,9,Boro
2,12.5,1.75,0,18.7,72.5,49,149,3.7,9,Boro
2,12.5,1.75,2.02,16.23,71.28,49.93,155.37,8.58,9,Boro
2,12.5,1.75,1.27,22.62,80.85,46.52,137.2,8.52,9,Boro
2,12.5,1.75,5.24,18.77,63.98,49.09,152.71,9.49,9,Boro
2,12.5,1.75,3.82,22.19,78.25,52.55,154.93,4.27,9,Boro
2,12.5,1.75,4.67,19.1,80.92,45.6,153.62,11.57,9,Boro
2,12.5,1.75,7.45,16.47,64.35,50.9,148.48,4.2,9,Boro
2,12.5,1.75,4.1,21.06,76.68,48.8,152.47,0.9,9,Boro
2,12.5,1.75,5.48,16.04,81.82,48.73,151.67,0.65,9,Boro
2,12.5,1.75,5.27,20.83,71.4,46.59,159.96,10.87,9,Boro
2,12.5,1.75,7.21,18.91,81.17,46.99,150.48,9.76,9,Boro
2,12.5,1.75,7.41,17.59,76.82,48.95,153.21,2.14,9,Boro
2,12.5,1.75,5.91,21.26,68.72,45.61,154.32,9.4,9,Boro
2,12.5,1.75,1.51,21.94,70.04,47.36,149.63,0.91,9,Boro
2,12.5,1.75,5.79,16.67,65.61,47.71,157.55,8.05,9,Boro
2,12.5,1.75,3.97,18.17,70.84,50.41,152.68,5.28,9,Boro
3,11.25,11.75,14.3,25.3,74.9,55.5,199,5.6,9,Boro
3,11.25,11.75,22.14,26.65,66.75,53.73,188.05,0.41,9,Boro
3,11.25,11.75,13.45,28.91,82.19,53.3,204.8,12.93,9,Boro
3,11.25,11.75,16.5,20.6,68.65,58.96,188.67,7.52,9,Boro
3,11.25,11.75,20.64,30.13,75.85,59.07,196.67,11.68,9,Boro
3,11.25,11.75,18,21.83,77.74,55.12,195.2,5.02,9,Boro
3,11.25,11.75,20.91,21.19,72.89,51.87,210.46,1.87,9,Boro
3,11.25,11.75,17.69,23.38,83.72,59.43,196.78,5.3,9,Boro
3,11.25,11.75,13.56,28.57,78,57.55,191.83,2.52,9,Boro
3,11.25,11.75,15.64,29.31,66.4,59.36,201.02,0.85,9,Boro
3,11.25,11.75,16.12,21.15,70.82,57.74,191.31,10.04,9,Boro
3,11.25,11.75,13.57,28.39,69.91,53.72,207.28,1.22,9,Boro
3,11.25,11.75,12.89,29.12,71.75,53.86,208.18,0.5,9,Boro
3,11.25,11.75,11.67,22.14,76.2,59.2,208.63,6.52,9,Boro
3,11.25,11.75,20.85,26.05,80.1,56.92,188.7,8.57,9,Boro
3,11.25,11.75,7.61,23.28,72.92,56.8,202.82,10.37,9,Boro
4,10.25,10.75,30.5,28,80.6,44.5,201,4.3,9,Boro
4,10.25,10.75,28.66,24.98,83.36,41.5,192.24,6.38,9,Boro
4,10.25,10.75,37.46,24.47,80.58,47.74,209.06,1.15,9,Boro
4,10.25,10.75,38.01,25.03,78.46,43.74,198.47,6.01,9,Boro
4,10.25,10.75,25.31,23.84,79.61,44.5,190.04,5.31,9,Boro
4,10.25,10.75,30.95,23.29,87.49,41.03,208.37,10.82,9,Boro
4,10.25,10.75,27.12,28.05,81.86,42.67,209.12,12.19,9,Boro
4,10.25,10.75,23.73,27.61,87.23,44.97,207.2,8.36,9,Boro
4,10.25,10.75,35.93,28.5,72.52,44.6,211.58,10.25,9,Boro
4,10.25,10.75,33.11,24.78,89.25,43.68,211.78,9.63,9,Boro
4,10.25,10.75,27.56,27.41,78.47,43.04,201.45,6.78,9,Boro
4,10.25,10.75,23.86,29.87,81.04,45.84,210.61,1.71,9,Boro
4,10.25,10.75,37.31,31.48,81.72,41.18,190.2,6.51,9,Boro
4,10.25,10.75,26.5,28.46,75.03,47.79,209.95,10.72,9,Boro
4,10.25,10.75,28.32,27.31,80.32,45.42,204.61,1.35,9,Boro
4,10.25,10.75,25.03,23.63,77.66,45.28,205.03,2.34,9,Boro
5,10.25,11.5,4.5,23.3,71,52,212,3.7,9,Boro
5,10.25,11.5,12.39,19.85,77.64,49.5,212.81,9.32,9,Boro
5,10.25,11.5,0.38,25.77,71.99,51.75,200.31,3.98,9,Boro
5,10.25,11.5,7.46,25.28,77.32,50.42,215.93,1.69,9,Boro
5,10.25,11.5,9.7,25.78,62.6,49.42,216.89,5.23,9,Boro
5,10.25,11.5,12.34,21.28,76.06,52.84,207.4,7.25,9,Boro
5,10.25,11.5,5.03,25.3,73.6,55.06,202.99,0.48,9,Boro
5,10.25,11.5,10.31,18.88,77.67,55.68,211.81,8.44,9,Boro
5,10.25,11.5,2.23,25.89,80.06,52.33,223.2,3.92,9,Boro
5,10.25,11.5,1.06,28.23,76.17,54.76,202.83,10.06,9,Boro
5,10.25,11.5,8.28,18.73,69.36,49.81,208.74,5.73,9,Boro
5,10.25,11.5,3.1,28.02,67.3,50.63,217.85,1.36,9,Boro
5,10.25,11.5,3.03,19.72,75.01,53.08,201.17,4.56,9,Boro
5,10.25,11.5,1.92,20.12,62.12,53.32,214.57,3.57,9,Boro
5,10.25,11.5,2.21,27.86,69.39,56,205.18,7.97,9,Boro
5,10.25,11.5,1.54,27.4,71.21,51.58,202.34,3.6,9,Boro
6,11.25,12.5,0,17.4,75.3,37,213,3.7,9,Boro
6,11.25,12.5,1.72,15.14,84.8,36.2,219.51,1.83,9,Boro
6,11.25,12.5,4.05,22.4,75.62,39.33,206.68,5.55,9,Boro
6,11.25,12.5,1.35,14.04,71.04,38.25,218.04,0.38,9,Boro
6,11.25,12.5,4.86,19.46,69.24,40.76,207.38,3.7,9,Boro
6,11.25,12.5,2.98,20.39,69.93,39.93,220.25,0.39,9,Boro
6,11.25,12.5,1.61,15.31,76.61,33.71,224.38,5.09,9,Boro
6,11.25,12.5,3.54,15.27,78.34,34.66,213.66,2.78,9,Boro
6,11.25,12.5,0.95,14.71,65.91,38.3,223.98,2.23,9,Boro
6,11.25,12.5,5.04,12.97,66.11,35.78,218.31,0.39,9,Boro
6,11.25,12.5,6.87,20.53,76.51,39.09,208.53,11.27,9,Boro
6,11.25,12.5,4.54,18.25,66.73,37.53,221.26,9.31,9,Boro
6,11.25,12.5,0.67,20.77,71.49,35.01,215.69,2.98,9,Boro
6,11.25,12.5,3.66,17.07,81.78,39.6,221.74,6.16,9,Boro
6,11.25,12.5,0.34,12.71,68.09,34.94,204.58,1.55,9,Boro
6,11.25,12.5,5.66,12.43,81.66,34.2,220.93,3.28,9,Boro
7,10.25,11.5,8,24.4,74.3,49.5,202,2.8,9,Boro
7,10.25,11.5,0.53,25.65,83.72,52.67,208.49,3.37,9,Boro
7,10.25,11.5,14.04,25.25,78.4,46.91,213.32,10.08,9,Boro
7,10.25,11.5,10.99,29.33,74.92,47.9,196.42,3.37,9,Boro
7,10.25,11.5,14.31,29.12,82.74,45.98,201.27,3.92,9,Boro
7,10.25,11.5,11.52,23.25,72.49,50.64,195.35,3.38,9,Boro
7,10.25,11.5,4.68,23.45,83.85,45.6,197.97,8.93,9,Boro
7,10.25,11.5,13.69,25.53,77.48,49.06,207.8,2.48,9,Boro
7,10.25,11.5,15.38,21.93,65.25,47.52,190.61,1.98,9,Boro
7,10.25,11.5,5.48,28.99,67.22,51.39,195.22,2.46,9,Boro
7,10.25,11.5,9.61,22.89,75.11,51.33,208.17,1.63,9,Boro
7,10.25,11.5,9.27,23.98,70.6,48.44,210.79,8.02,9,Boro
7,10.25,11.5,4.43,21.83,67.63,52.61,205.1,1.37,9,Boro
7,10.25,11.5,3.19,27.94,74.59,50.4,207.29,4.68,9,Boro
7,10.25,11.5,0.83,28.12,77.42,48.25,199.24,7.73,9,Boro
7,10.25,11.5,14.99,26.93,68.57,48.51,194.2,2.87,9,Boro
8,1.25,2.5,8,22.8,66.5,54.5,214,3.7,9,Boro
8,1.25,2.5,6.97,22.73,72.56,52.54,203.69,11.63,9,Boro
8,1.25,2.5,10.21,20.89,57.87,56.6,219.29,2.37,9,Boro
8,1.25,2.5,5.25,21.05,63.97,52.19,212.24,10.77,9,Boro
8,1.25,2.5,13.98,22.55,72.87,54.21,222.35,3.46,9,Boro
8,1.25,2.5,9.5,18.95,58.28,54.87,218.85,6.27,9,Boro
8,1.25,2.5,7.78,22.81,75,51.63,206.68,11.24,9,Boro
8,1.25,2.5,13.72,18.65,59.54,52.79,210.11,0.3,9,Boro
8,1.25,2.5,14.05,19.36,69.12,56.3,216.49,3.34,9,Boro
8,1.25,2.5,9.82,19.73,67.23,57.92,214.07,3.52,9,Boro
8,1.25,2.5,13.2,22.9,66.76,58.12,213.14,7.44,9,Boro
8,1.25,2.5,6.17,23.4,64.36,54.42,206.44,1.76,9,Boro
8,1.25,2.5,7.64,19.88,57.32,54.81,208.54,8.52,9,Boro
8,1.25,2.5,2.26,26.31,59,53.69,208.37,4.99,9,Boro
8,1.25,2.5,4.9,26.31,58.8,52.27,225.54,5.25,9,Boro
8,1.25,2.5,1.36,25.96,65.21,55.88,203.93,6.05,9,Boro
14,1.25,2.5,13.5,23.6,68,55.5,218,5,9,Boro
14,1.25,2.5,13.42,21.5,59.77,57.13,212.18,6.13,9,Boro
14,1.25,2.5,17.64,22.95,72.67,59.04,224.81,8.99,9,Boro
14,1.25,2.5,10.82,20.78,60.37,53.73,208.16,9.16,9,Boro
14,1.25,2.5,9.29,26.18,67.09,51.88,218.43,12.02,9,Boro
14,1.25,2.5,17.41,24.63,61.58,56.42,214.76,11.58,9,Boro
14,1.25,2.5,6.13,21.69,60.74,57.35,207.76,4.94,9,Boro
14,1.25,2.5,7.4,18.95,72.4,54.32,225.08,5.64,9,Boro
14,1.25,2.5,6.1,21.32,76.63,54.73,224.15,4.23,9,Boro
14,1.25,2.5,7.05,26.41,64.74,52.15,212.15,1.55,9,Boro
14,1.25,2.5,13.12,25.32,76.72,58.93,208.16,3.34,9,Boro
14,1.25,2.5,12.75,22.58,58.34,52.43,220.38,11.69,9,Boro
14,1.25,2.5,16.33,22.22,58.42,53.2,228.17,10.53,9,Boro
14,1.25,2.5,17.43,20.66,61.71,55.48,206.83,8.19,9,Boro
14,1.25,2.5,6.24,24.56,69.67,57.78,213.9,7.63,9,Boro
14,1.25,2.5,16.42,27.18,64.97,58.3,217.45,5.95,9,Boro
9,11.25,12.5,0,19.4,74.9,40,199,3.7,9,Boro
9,11.25,12.5,0.73,22.8,67.72,36.87,193.82,0.66,9,Boro
9,11.25,12.5,4.67,16.53,70.79,41.87,192.11,11.56,9,Boro
9,11.25,12.5,1.58,15.03,69.23,43.86,196.3,9.41,9,Boro
9,11.25,12.5,2.33,23.2,72.22,37.56,193.93,0.44,9,Boro
9,11.25,12.5,3.44,20.32,69.06,40.8,199.33,0.19,9,Boro
9,11.25,12.5,2.9,18.35,84.82,42.11,197.17,10.83,9,Boro
9,11.25,12.5,2,23.7,77.15,41.34,203.44,1.26,9,Boro
9,11.25,12.5,5.63,17.71,74.93,40.75,209.4,2.52,9,Boro
9,11.25,12.5,0.61,18.4,82.48,39.88,196.47,5.01,9,Boro
9,11.25,12.5,4.42,14.54,83.46,43.58,191.73,2.81,9,Boro
9,11.25,12.5,4.8,16.05,82.24,36.44,205.28,1.3,9,Boro
9,11.25,12.5,7.42,17.42,69.15,37.84,187.33,11.19,9,Boro
9,11.25,12.5,5.9,21.9,73.72,39.17,188.39,9.51,9,Boro
9,11.25,12.5,1.85,15.69,79.27,41.82,209.18,2.18,9,Boro
9,11.25,12.5,6.72,18.87,66.14,40.24,196.47,11.37,9,Boro
10,12,1.25,1,17.5,72.9,42,161,3.7,9,Boro
10,12,1.25,4.06,22.04,67.91,43.87,152.53,8.93,9,Boro
10,12,1.25,1.08,17.03,77.43,40.63,162.2,2.93,9,Boro
10,12,1.25,4.64,17.95,67.18,38.92,172.14,10.04,9,Boro
10,12,1.25,1.24,13.33,73.5,40.9,171.95,4.05,9,Boro
10,12,1.25,0.87,21.88,66.42,40.64,150.62,3.86,9,Boro
10,12,1.25,5.35,12.71,77.38,45.94,157.52,0.71,9,Boro
10,12,1.25,3.7,17.88,64.61,44.67,161.51,1.98,9,Boro
10,12,1.25,4.13,12.93,72.6,38.94,158.67,11.56,9,Boro
10,12,1.25,2.34,17.1,74.16,40.51,160.06,0.06,9,Boro
10,12,1.25,4.43,15.92,73.68,42.66,151.81,4.29,9,Boro
10,12,1.25,1.23,20.88,63.69,38.33,156.73,3.45,9,Boro
10,12,1.25,7.77,15.24,77.87,39.24,158.3,6.28,9,Boro
10,12,1.25,8.04,16.77,81.6,42.02,149.85,3.85,9,Boro
10,12,1.25,2.42,13.32,70.88,38.12,152.33,10.13,9,Boro
10,12,1.25,3.93,16.94,72.22,45.32,157.22,11.46,9,Boro
11,11.25,12.5,0,20.6,75.4,50,161,3.7,9,Boro
11,11.25,12.5,3.93,25.28,71.13,47.41,169.02,5.74,9,Boro
11,11.25,12.5,3.24,19.76,71.46,51.04,151.11,2.67,9,Boro
11,11.25,12.5,7.41,24.52,70.38,52.54,151.17,3.88,9,Boro
11,11.25,12.5,7.98,22.84,77.73,51.5,171.21,1.6,9,Boro
11,11.25,12.5,3.79,23.38,68.07,49.77,159.76,10.65,9,Boro
11,11.25,12.5,3.49,24.24,68.5,53.43,167.11,1.14,9,Boro
11,11.25,12.5,1.67,24.93,80.64,50.97,166.62,10.1,9,Boro
11,11.25,12.5,7.48,18.05,85.29,48.29,172.19,11.14,9,Boro
11,11.25,12.5,4.6,16.88,78.31,51.2,157.43,2.08,9,Boro
11,11.25,12.5,2.43,19.01,72.81,47.03,158.22,1.95,9,Boro
11,11.25,12.5,6.63,20.69,82.5,52.75,171.3,7.2,9,Boro
11,11.25,12.5,6.22,16.8,75.7,53.36,159.43,5.26,9,Boro
11,11.25,12.5,1.53,19.92,69.05,52.4,153.25,0.82,9,Boro
11,11.25,12.5,3.3,19.22,80.91,46.65,162.54,3.21,9,Boro
11,11.25,12.5,6.74,22.76,73.87,50.08,157.65,0.6,9,Boro
13,11.25,12.5,0,16.8,76.9,42.5,160,5.6,9,Boro
13,11.25,12.5,0.51,19.16,79.37,44.75,162.5,1.33,9,Boro
13,11.25,12.5,2.84,13.52,79.28,39.4,153.06,12.67,9,Boro
13,11.25,12.5,5.27,17.31,73.1,46.04,159.71,1.86,9,Boro
13,11.25,12.5,6.05,18.48,83.29,39.46,152.47,1.15,9,Boro
13,11.25,12.5,7.7,15.18,78.87,40.84,155.27,7.27,9,Boro
13,11.25,12.5,1.41,17.97,77.12,40.31,148.04,0.11,9,Boro
13,11.25,12.5,2.64,21.17,79.66,39.98,153.1,4.71,9,Boro
13,11.25,12.5,0.53,13.17,80.69,43.18,151.02,12.5,9,Boro
13,11.25,12.5,6.01,20.11,80.19,41.17,164.39,3.83,9,Boro
13,11.25,12.5,6.73,16.52,84.37,39.05,151.72,1.88,9,Boro
13,11.25,12.5,5.98,13.55,80.8,41.57,154.13,12.9,9,Boro
13,11.25,12.5,4.3,20.26,74.58,43.51,168.14,0.3,9,Boro
13,11.25,12.5,0.21,17.27,83.71,39.07,153.2,4.22,9,Boro
13,11.25,12.5,3.09,18.9,77.99,43.27,160.36,0.27,9,Boro
13,11.25,12.5,6.06,11.94,84.63,39.79,149.58,7.02,9,Boro
12,10.25,11.5,14.5,24.6,77.2,55.5,179,4.5,9,Boro
12,10.25,11.5,16.06,20.54,72.68,56.33,173.39,9.89,9,Boro
12,10.25,11.5,7.3,27.49,80.08,54.42,189.48,6.06,9,Boro
12,10.25,11.5,11.65,29.24,83.06,53.12,170.99,1.7,9,Boro
12,10.25,11.5,19.37,24.91,84.63,58.71,179.14,11.3,9,Boro
12,10.25,11.5,11.29,28.84,79.51,55.47,171.03,9.87,9,Boro
12,10.25,11.5,18.38,27.19,73.09,58.37,185.62,10.58,9,Boro
12,10.25,11.5,19.03,25.15,73.97,58.09,172.59,11.28,9,Boro
12,10.25,11.5,15.29,28.13,82.7,57.78,168.55,2.63,9,Boro
12,10.25,11.5,13.48,28.61,82.36,54.06,175.54,1.53,9,Boro
12,10.25,11.5,11.13,23.09,86.39,54.09,181.37,7.05,9,Boro
12,10.25,11.5,8.74,23.56,74.51,51.87,170.89,2.48,9,Boro
12,10.25,11.5,21.99,25.77,83.46,58.92,188.42,11.45,9,Boro
12,10.25,11.5,14.08,24.44,77.49,55.85,177.74,9.18,9,Boro
12,10.25,11.5,11.99,23.63,76.29,58.67,186.49,11.92,9,Boro
12,10.25,11.5,12.14,21.84,84.36,55.74,184.7,2.39,9,Boro
5,10.25,10.25,40.5,27.9,77.6,47.5,192,4.1,10,potato
5,10.25,10.25,39.86,31.97,79.91,45.5,189.5,5.67,10,potato
5,10.25,10.25,36.44,30.95,85.14,49.72,200.25,2.77,10,potato
5,10.25,10.25,44.44,24.05,85.18,45.29,183.01,7.2,10,potato
5,10.25,10.25,35.09,30.46,75.55,50.67,186.7,11.15,10,potato
5,10.25,10.25,45.12,32.2,76.35,48.92,200.2,6.33,10,potato
5,10.25,10.25,46.8,32.68,68.29,47,202.41,4.44,10,potato
5,10.25,10.25,41.98,32.32,77.19,43.82,201.01,4.1,10,potato
5,10.25,10.25,45.31,31.04,79.8,48.43,193.15,7.39,10,potato
5,10.25,10.25,48.25,30.44,74.09,49.27,192.05,3.63,10,potato
5,10.25,10.25,47.4,30.45,79.12,50.04,181.49,3.03,10,potato
5,10.25,10.25,48.19,29.48,77.37,50.86,181.68,0.93,10,potato
5,10.25,10.25,33.95,29.37,82.27,50.39,187.23,8.04,10,potato
5,10.25,10.25,38.67,30.17,85.11,45.07,197.39,2.72,10,potato
5,10.25,10.25,32.99,24.79,83.49,47.1,185.93,1.7,10,potato
5,10.25,10.25,47.99,26.3,69.18,47.52,197.77,6.43,10,potato
1,11,11,25.3,25.7,79.2,47.3,21.4,3.1,10,potato
1,11,11,27.28,30.23,78.85,48.18,9.77,9.82,10,potato
1,11,11,32.31,29.92,78.87,48.28,27.95,9.3,10,potato
1,11,11,28.74,29.57,88.67,43.33,32.28,8.39,10,potato
1,11,11,20.68,26.22,70.36,45.92,20.13,7.61,10,potato
1,11,11,30.75,29.58,75.41,48.9,28.76,1.93,10,potato
1,11,11,27.97,20.81,75.95,46.33,12.95,0.25,10,potato
1,11,11,27.39,27.82,84.68,47.18,10.16,9.36,10,potato
1,11,11,30.8,24.4,69.48,45.54,25.76,9.57,10,potato
1,11,11,30.75,28.91,78.14,44.5,15.46,2.66,10,potato
1,11,11,20.88,25,70.86,45.07,14.19,0.17,10,potato
1,11,11,25.19,29.39,76.58,50.81,30.85,4.71,10,potato
1,11,11,31.36,25.3,84.41,47.78,27.73,3.79,10,potato
1,11,11,25.06,26.42,77.25,48.82,14.04,0.2,10,potato
1,11,11,27.38,29.8,78.39,45.3,21.38,6.06,10,potato
1,11,11,28.26,26.79,84.45,46.59,25.1,9.65,10,potato
2,10,10,42,28.2,81,48,184,5,10,potato
2,10,10,42.32,29.84,73.74,51.48,179.78,1.74,10,potato
2,10,10,37.49,26.22,76.21,46.75,179.55,4.58,10,potato
2,10,10,38.29,25.06,89.62,50.9,182.13,3.3,10,potato
2,10,10,43.34,29.22,80.35,47.1,173.04,4.89,10,potato
2,10,10,44.7,28.27,76.19,49.16,192.14,7.85,10,potato
2,10,10,40.3,26.93,73.51,51.43,188.3,6.27,10,potato
2,10,10,37.87,28.95,76.64,44.12,172.94,11.27,10,potato
2,10,10,37.23,30.62,73.91,45.87,180.12,1.54,10,potato
2,10,10,47.91,25.14,76.27,44.88,195.53,11.12,10,potato
2,10,10,42.38,32.47,83.53,44.65,193.6,1.4,10,potato
2,10,10,36.39,31.1,76.88,45.36,183.71,7.13,10,potato
2,10,10,34.34,24.29,71.02,48.94,191.27,0.76,10,potato
2,10,10,38.51,29.51,80.48,45.71,191.96,3.1,10,potato
2,10,10,44.99,29.04,74.03,46.09,179.89,7.41,10,potato
2,10,10,47.64,28.08,77.46,51.22,175.66,1.01,10,potato
3,10,10,75.7,28.3,82.4,45.8,203,6.7,10,potato
3,10,10,77.77,24.46,86.2,43.57,200.59,0.68,10,potato
3,10,10,75.1,29.41,73.22,48.98,212.33,10.07,10,potato
3,10,10,72.41,29.31,80.01,47.65,211.39,5.87,10,potato
3,10,10,78.57,32.41,73.07,42.65,203.87,1.92,10,potato
3,10,10,83.28,31.95,77.34,48.44,193.37,2.52,10,potato
3,10,10,70.03,25.34,76.29,47.99,193.69,9.27,10,potato
3,10,10,75.09,32.81,80.82,48.75,201.35,0.33,10,potato
3,10,10,82.14,26.75,80.1,44.31,192.8,10.91,10,potato
3,10,10,75.7,32.03,77.59,45.14,213.68,10.8,10,potato
3,10,10,78.7,32.92,73.76,48.14,207.45,2.61,10,potato
3,10,10,80.09,33.07,83.42,46.8,210.96,1.21,10,potato
3,10,10,83.03,24.35,91.74,43.24,201.2,5.68,10,potato
3,10,10,77.97,31.94,80.16,46.02,210.4,0.96,10,potato
3,10,10,67.87,30.16,81.35,45.88,196.82,1.82,10,potato
3,10,10,72.83,28.65,83.6,48.94,197.1,4.61,10,potato
4,10,10,46.5,28.3,81.9,43,214,4.3,10,potato
4,10,10,41.62,29.12,85.76,43.54,220.13,1.94,10,potato
4,10,10,51.22,25.19,74.71,46.7,225.51,1.36,10,potato
4,10,10,49.86,26.7,80.48,45.41,224.81,0.71,10,potato
4,10,10,40.01,29.72,76.62,42.74,207.61,2.98,10,potato
4,10,10,46.99,23.86,74.34,43.04,208.23,2.07,10,potato
4,10,10,43.75,33.03,79.48,42.11,215.64,3.65,10,potato
4,10,10,45.58,27.43,74.8,39.44,206.29,11.76,10,potato
4,10,10,43.58,30.46,86.55,39.42,223.94,4.67,10,potato
4,10,10,43.47,30.46,91.49,42.7,202.96,11.49,10,potato
4,10,10,40.89,29.7,75.88,40.82,219.46,8.23,10,potato
4,10,10,47.21,29.77,73.53,39.25,204.22,3.25,10,potato
4,10,10,45.74,24.17,90.7,41.69,210.21,1.5,10,potato
4,10,10,39.02,26.5,72.95,42.68,205.1,3.88,10,potato
4,10,10,48.03,28.28,81.45,44.95,215.89,1.09,10,potato
4,10,10,46.06,29.64,73.15,41.25,205.39,5.32,10,potato
6,11.25,11.25,0,23,73.8,52,154,3.7,10,potato
6,11.25,11.25,1.75,20.8,77.75,52.54,160.16,1.41,10,potato
6,11.25,11.25,3.43,24.83,65.78,54.04,161.5,10.71,10,potato
6,11.25,11.25,6.79,19,71.92,51.03,151.78,0.34,10,potato
6,11.25,11.25,2.07,26.11,81.99,49.62,160.16,2.97,10,potato
6,11.25,11.25,0.68,25.1,72.37,52.76,150.29,4.36,10,potato
6,11.25,11.25,2.38,23.5,71.44,51.25,157.36,5.37,10,potato
6,11.25,11.25,0.56,22.36,67.89,53.84,159.76,3.04,10,potato
6,11.25,11.25,7.88,26.38,82.49,52.35,162.04,11.15,10,potato
6,11.25,11.25,4.14,23.86,68.45,48.43,163.54,3.59,10,potato
6,11.25,11.25,6.31,20.32,65.63,54.4,150.77,10.52,10,potato
6,11.25,11.25,1.05,21.99,68.44,55.74,149.31,2.9,10,potato
6,11.25,11.25,4.15,26.44,72.18,51.51,144.37,1.3,10,potato
6,11.25,11.25,1.33,18.71,74.85,48.73,147.05,1.61,10,potato
6,11.25,11.25,4.89,22.22,74.97,51.31,159.68,3.19,10,potato
6,11.25,11.25,0.69,25.3,67.77,50.99,143.83,7.56,10,potato
7,10,10,43,28,79.3,46,208,2.9,10,potato
7,10,10,43.32,27.98,80.25,43.5,204.24,4.78,10,potato
7,10,10,46.55,29.61,79.19,42.43,201.41,2.19,10,potato
7,10,10,44,25.65,80.27,45.5,209.85,10.82,10,potato
7,10,10,49.78,25.59,84.78,48.42,210.37,5.98,10,potato
7,10,10,42.35,28.42,70.58,43.07,199.81,3.32,10,potato
7,10,10,49.55,25.3,89.29,48.83,218.16,6.47,10,potato
7,10,10,49.08,25.52,82.51,43.92,197.29,8.79,10,potato
7,10,10,46.75,27.15,81.88,49.38,211.74,2.48,10,potato
